date,spx,dax,ftse,nikkei
2004-03-16,1110.700829,3822.37,4428.9,11242.29
2004-03-17,1123.753087,3896.79,4456.8,11436.86
2004-03-18,1122.319057,3827.43,4397.87,11484.28
2004-03-19,1109.776062,3819.15,4417.74,11418.51
2004-03-22,1095.398191,3729.23,4333.77,11318.51
2004-03-23,1093.945529,3728.82,4318.51,11281.09
2004-03-24,1091.330865,3726.07,4309.45,11364.99
2004-03-25,1109.188037,3811.92,4373.63,11530.91
2004-03-26,1108.06256,3822.33,4357.53,11770.65
2004-03-29,1122.467095,3881.25,4406.73,11718.24
2004-03-30,1126.999746,3874.04,4412.82,11693.68
2004-03-31,1126.211608,3856.7,4385.67,11715.39
2004-04-01,1132.167935,3924.85,4410.71,11683.42
2004-04-02,1141.809849,4007.6,4465.61,11815.95
2004-04-05,1150.567039,4048.6,4480.7,11958.32
2004-04-06,1148.155916,4022.81,4472.82,12079.7
2004-04-07,1140.530603,4001.16,4468.69,12019.62
2004-04-08,1139.315865,4013.53,4489.67,12092.59
2004-04-09,1139.315865,4013.53,4489.67,11897.51
2004-04-12,1145.201188,4013.53,4489.67,12042.7
2004-04-13,1129.442389,4071.42,4515.78,12127.82
2004-04-14,1128.171277,4012.77,4485.42,12098.18
2004-04-15,1128.837109,4004.61,4505.5,11800.4
2004-04-16,1134.612645,4033.98,4537.28,11824.56
2004-04-19,1135.820515,4025.07,4546.22,11764.21
2004-04-20,1118.153953,4061.13,4569.02,11952.26
2004-04-21,1124.089791,4026.15,4539.87,11944.3
2004-04-22,1139.933598,4059.15,4571.83,11980.1
2004-04-23,1140.600167,4103.62,4569.95,12120.66
2004-04-26,1135.529129,4125.83,4571.85,12163.89
2004-04-27,1138.113514,4134.1,4575.68,12044.88
2004-04-28,1122.407097,4065.74,4524.48,12004.29
2004-04-29,1113.886187,4008.91,4519.53,12004.29
2004-04-30,1107.30479,3985.21,4489.69,11761.79
2004-05-03,1117.491545,4007.65,4489.69,11761.79
2004-05-04,1119.553553,3990.75,4547.23,11761.79
2004-05-05,1121.534387,4022.1,4569.53,11761.79
2004-05-06,1113.991542,3909.46,4516.17,11571.34
2004-05-07,1098.699693,3895.64,4498.37,11438.82
2004-05-10,1087.122922,3784.61,4395.16,10884.7
2004-05-11,1095.453058,3849.84,4454.72,10907.18
2004-05-12,1097.282105,3776.24,4412.93,11153.58
2004-05-13,1096.435553,3824.93,4453.81,10825.1
2004-05-14,1095.695836,3803.1,4441.79,10849.63
2004-05-17,1084.096073,3754.37,4403.02,10505.05
2004-05-18,1091.489734,3789.24,4414.41,10711.09
2004-05-19,1088.684749,3872.26,4471.8,10967.74
2004-05-20,1089.185987,3839.32,4428.71,10862.04
2004-05-21,1093.555502,3831.84,4431.43,11070.25
2004-05-24,1095.406674,3867.84,4428.87,11101.64
2004-05-25,1113.047736,3828.07,4418.0,10962.93
2004-05-26,1114.94352,3867.52,4438.29,11152.09
2004-05-27,1121.27672,3913.33,4453.62,11166.03
2004-05-28,1120.68316,3902.72,4430.69,11309.57
2004-05-31,1120.68316,3921.41,4430.69,11236.37
2004-06-01,1121.197216,3864.18,4422.68,11296.76
2004-06-02,1124.988566,3888.31,4422.8,11242.34
2004-06-03,1116.641724,3917.08,4435.41,11027.05
2004-06-04,1122.504195,3961.93,4454.45,11128.05
2004-06-07,1140.419383,4017.81,4491.6,11439.92
2004-06-08,1142.183236,4018.95,4504.83,11521.93
2004-06-09,1131.326724,3997.76,4489.47,11449.74
2004-06-10,1136.472547,4021.64,4486.1,11575.97
2004-06-11,1136.472547,4014.56,4483.96,11526.82
2004-06-14,1125.289474,3948.65,4433.17,11491.66
2004-06-15,1132.013268,3987.3,4458.61,11387.7
2004-06-16,1133.561696,4003.24,4491.13,11641.72
2004-06-17,1132.047951,3985.46,4493.29,11607.9
2004-06-18,1135.015393,3999.79,4505.81,11382.08
2004-06-21,1130.300126,3989.31,4502.18,11600.16
2004-06-22,1134.413425,3928.39,4468.49,11581.27
2004-06-23,1144.058596,3945.1,4486.73,11580.56
2004-06-24,1140.649239,4007.05,4503.19,11744.15
2004-06-25,1134.432376,4013.35,4494.05,11780.4
2004-06-28,1133.347034,4069.35,4518.68,11884.06
2004-06-29,1136.203042,4069.73,4512.41,11860.81
2004-06-30,1140.835598,4052.73,4464.07,11858.87
2004-07-01,1128.943112,4035.02,4424.72,11896.01
2004-07-02,1125.379853,3998.77,4407.4,11721.49
2004-07-05,1125.379853,3995.73,4403.28,11541.71
2004-07-06,1116.210173,3944.88,4370.74,11475.27
2004-07-07,1118.325848,3930.58,4358.37,11384.86
2004-07-08,1109.10601,3934.48,4381.11,11322.23
2004-07-09,1112.811593,3924.49,4393.18,11423.53
2004-07-12,1114.351331,3893.24,4359.97,11582.28
2004-07-13,1115.135849,3903.88,4357.74,11608.62
2004-07-14,1111.468987,3898.84,4372.55,11356.65
2004-07-15,1106.686557,3847.19,4340.71,11409.14
2004-07-16,1101.39462,3845.93,4339.23,11436.0
2004-07-19,1100.904681,3812.63,4321.1,11436.0
2004-07-20,1108.665914,3837.6,4339.37,11258.37
2004-07-21,1093.881352,3877.48,4377.3,11433.86
2004-07-22,1096.84492,3801.05,4306.25,11285.04
2004-07-23,1086.202809,3797.33,4326.34,11187.33
2004-07-26,1084.066762,3752.59,4287.04,11159.55
2004-07-27,1094.826388,3814.08,4324.86,11031.54
2004-07-28,1095.4213,3807.21,4356.25,11204.37
2004-07-29,1100.426078,3889.68,4418.7,11116.84
2004-07-30,1101.719431,3895.61,4413.08,11325.78
2004-08-02,1106.617069,3862.71,4415.73,11222.24
2004-08-03,1099.687868,3877.32,4429.68,11140.57
2004-08-04,1098.633644,3823.74,4408.07,11010.02
2004-08-05,1080.702967,3829.03,4413.37,11060.89
2004-08-06,1063.972592,3727.74,4337.88,10972.57
2004-08-09,1065.222577,3690.33,4314.4,10908.7
2004-08-10,1079.038777,3720.64,4350.88,10953.55
2004-08-11,1075.794886,3678.91,4312.16,11049.46
2004-08-12,1063.234755,3658.11,4328.11,11028.07
2004-08-13,1064.803452,3646.99,4301.53,10757.2
2004-08-16,1079.341352,3699.11,4350.17,10687.81
2004-08-17,1081.714618,3705.73,4358.68,10725.97
2004-08-18,1095.170078,3726.5,4355.25,10774.26
2004-08-19,1091.233135,3722.99,4362.63,10903.53
2004-08-20,1098.352353,3712.61,4369.19,10889.14
2004-08-23,1095.679024,3772.14,4405.3,10960.97
2004-08-24,1096.190817,3771.0,4407.46,10985.33
2004-08-25,1104.961019,3788.88,4411.57,11130.02
2004-08-26,1105.086691,3832.28,4453.9,11129.33
2004-08-27,1107.767817,3851.18,4490.11,11209.59
2004-08-30,1099.153617,3838.85,4490.11,11184.53
2004-08-31,1104.236418,3785.21,4459.32,11081.79
2004-09-01,1105.910902,3817.62,4502.05,11127.35
2004-09-02,1118.308539,3833.45,4518.58,11152.75
2004-09-03,1113.630443,3866.99,4550.84,11022.49
2004-09-06,1113.630443,3887.58,4563.78,11244.37
2004-09-07,1121.295783,3889.04,4565.63,11298.94
2004-09-08,1116.26829,3884.16,4558.41,11279.19
2004-09-09,1118.383263,3851.22,4538.03,11170.96
2004-09-10,1123.915592,3886.03,4545.02,11083.23
2004-09-13,1125.815829,3953.31,4558.48,11253.11
2004-09-14,1128.33015,3947.75,4545.61,11295.58
2004-09-15,1120.366813,3941.75,4548.45,11158.58
2004-09-16,1123.50415,3963.65,4556.47,11139.36
2004-09-17,1128.548009,3988.07,4590.96,11082.49
2004-09-20,1122.202139,3977.68,4579.51,11082.49
2004-09-21,1129.30301,3991.02,4608.41,11080.87
2004-09-22,1113.564066,3942.35,4592.3,11019.41
2004-09-23,1108.359506,3905.66,4568.33,11019.41
2004-09-24,1110.10638,3910.3,4578.14,10895.16
2004-09-27,1103.515587,3874.37,4541.24,10859.32
2004-09-28,1110.058902,3882.27,4567.34,10815.57
2004-09-29,1114.804163,3920.36,4588.07,10786.1
2004-09-30,1114.583144,3892.9,4570.77,10823.57
2004-10-01,1131.500906,3994.96,4659.65,10985.17
2004-10-04,1135.1664,4033.28,4681.76,11279.63
2004-10-05,1134.482095,4048.71,4707.14,11281.83
2004-10-06,1142.050487,4049.66,4706.34,11385.38
2004-10-07,1130.651415,4043.36,4698.67,11354.59
2004-10-08,1122.138851,4015.54,4698.87,11349.35
2004-10-11,1124.387336,4017.82,4685.51,11349.35
2004-10-12,1121.842613,3966.48,4647.94,11201.81
2004-10-13,1113.646688,3976.03,4634.76,11195.99
2004-10-14,1103.288128,3940.46,4629.37,11034.29
2004-10-15,1108.197058,3922.11,4622.74,10982.95
2004-10-18,1114.021569,3915.17,4626.58,10965.62
2004-10-19,1103.23204,3964.13,4655.23,11064.86
2004-10-20,1103.663222,3912.4,4616.36,10882.18
2004-10-21,1106.489077,3934.06,4617.36,10789.23
2004-10-22,1095.735408,3935.14,4615.4,10857.13
2004-10-25,1094.806296,3854.41,4564.55,10659.15
2004-10-26,1111.091277,3862.26,4583.36,10672.46
2004-10-27,1125.40402,3929.03,4630.07,10691.95
2004-10-28,1127.435642,3959.59,4642.81,10853.12
2004-10-29,1130.199085,3960.25,4624.21,10771.42
2004-11-01,1130.506777,4012.64,4673.79,10734.71
2004-11-02,1130.544572,4037.57,4693.2,10887.81
2004-11-03,1143.195475,4039.04,4718.46,10887.81
2004-11-04,1161.667607,4041.38,4728.26,10946.27
2004-11-05,1166.171384,4063.58,4739.78,11061.77
2004-11-08,1164.885641,4068.97,4716.58,10983.83
2004-11-09,1164.083734,4065.33,4717.68,10964.87
2004-11-10,1162.911514,4089.13,4734.47,10994.96
2004-11-11,1173.477147,4130.81,4776.86,10846.92
2004-11-12,1184.173758,4143.35,4793.92,11019.98
2004-11-15,1183.814737,4134.34,4803.09,11227.57
2004-11-16,1175.430221,4117.22,4770.37,11161.75
2004-11-17,1181.94197,4183.41,4795.88,11131.29
2004-11-18,1183.54589,4178.68,4805.3,11082.42
2004-11-19,1170.33895,4134.89,4760.84,11082.84
2004-11-22,1177.238713,4123.98,4733.08,10849.39
2004-11-23,1176.938193,4113.37,4742.37,10849.39
2004-11-24,1181.755545,4125.3,4719.42,10872.33
2004-11-25,1181.755545,4160.35,4753.43,10900.34
2004-11-26,1182.648863,4154.27,4741.55,10833.75
2004-11-29,1178.572088,4146.98,4749.76,10977.89
2004-11-30,1173.824307,4126.0,4703.18,10899.25
2004-12-01,1191.371649,4186.03,4735.68,10784.25
2004-12-02,1190.325777,4216.4,4751.19,10973.07
2004-12-03,1191.167098,4208.87,4747.89,11074.89
2004-12-06,1190.250482,4193.91,4722.8,10981.96
2004-12-07,1177.074949,4212.62,4728.73,10873.63
2004-12-08,1182.813871,4201.35,4703.92,10941.37
2004-12-09,1189.239124,4150.41,4688.39,10776.63
2004-12-10,1188.000051,4174.55,4694.01,10756.8
2004-12-13,1198.684028,4219.24,4736.79,10789.25
2004-12-14,1203.380835,4231.3,4722.76,10915.58
2004-12-15,1205.718351,4213.69,4728.16,10956.46
2004-12-16,1203.206153,4233.71,4735.19,10924.37
2004-12-17,1194.220005,4182.27,4696.82,11078.32
2004-12-20,1194.652632,4211.55,4731.07,11103.42
2004-12-21,1205.454592,4214.39,4733.01,11125.92
2004-12-22,1209.567929,4241.28,4777.4,11209.44
2004-12-23,1210.127586,4251.62,4787.7,11209.44
2004-12-24,1210.127586,4251.62,4798.06,11365.48
2004-12-27,1204.917825,4235.36,4798.06,11362.35
2004-12-28,1213.542794,4261.79,4798.06,11424.13
2004-12-29,1213.446685,4247.75,4819.8,11381.56
2004-12-30,1213.552428,4256.08,4820.09,11488.76
2004-12-31,1211.916302,4256.08,4814.3,11488.76
2005-01-03,1202.084379,4291.53,4814.3,11488.76
2005-01-04,1188.045122,4290.5,4846.95,11517.75
2005-01-05,1183.736572,4258.24,4806.04,11437.52
2005-01-06,1187.8852,4300.94,4824.25,11492.26
2005-01-07,1186.192795,4316.4,4854.09,11433.24
2005-01-10,1190.245433,4307.37,4840.7,11433.24
2005-01-11,1182.990797,4258.01,4818.72,11539.99
2005-01-12,1187.702535,4208.82,4783.58,11453.39
2005-01-13,1177.448217,4212.14,4800.31,11358.22
2005-01-14,1184.516519,4232.36,4820.78,11438.39
2005-01-17,1184.516519,4245.51,4846.66,11487.1
2005-01-18,1195.976502,4250.71,4823.9,11423.26
2005-01-19,1184.631421,4245.55,4818.34,11405.34
2005-01-20,1175.408046,4220.43,4800.83,11284.77
2005-01-21,1167.867325,4213.7,4803.26,11238.37
2005-01-24,1163.752617,4201.89,4812.52,11289.49
2005-01-25,1168.40909,4233.95,4843.2,11276.91
2005-01-26,1174.07413,4214.12,4847.1,11376.57
2005-01-27,1174.550005,4216.41,4853.38,11341.31
2005-01-28,1171.363302,4201.81,4832.84,11320.58
2005-01-31,1181.268115,4254.85,4852.31,11387.59
2005-02-01,1189.406077,4279.97,4906.21,11384.4
2005-02-02,1193.185312,4296.31,4916.24,11407.14
2005-02-03,1189.893655,4281.64,4908.25,11389.35
2005-02-04,1203.030356,4339.28,4941.49,11360.4
2005-02-07,1201.720287,4366.35,4979.82,11499.86
2005-02-08,1202.302774,4371.39,4995.46,11490.43
2005-02-09,1191.988919,4353.15,4990.42,11473.35
2005-02-10,1197.005589,4342.01,4999.99,11553.56
2005-02-11,1205.304251,4387.8,5044.19,11553.56
2005-02-14,1206.142864,4386.4,5041.8,11632.2
2005-02-15,1210.124479,4402.03,5058.88,11646.49
2005-02-16,1210.33833,4368.77,5053.22,11601.68
2005-02-17,1200.750997,4369.68,5057.41,11582.72
2005-02-18,1201.585749,4359.47,5057.16,11660.12
2005-02-21,1201.585749,4353.34,5060.79,11651.02
2005-02-22,1184.162336,4323.21,5032.85,11597.71
2005-02-23,1190.797798,4310.66,4988.45,11500.18
2005-02-24,1200.200349,4304.29,4972.05,11531.15
2005-02-25,1211.365875,4348.64,5006.77,11658.25
2005-02-28,1203.600115,4350.49,4968.5,11740.6
2005-03-01,1210.411519,4383.62,5000.47,11780.53
2005-03-02,1210.082648,4393.43,4992.82,11813.71
2005-03-03,1210.469652,4373.27,5014.79,11856.46
2005-03-04,1222.124505,4423.52,5036.27,11873.05
2005-03-07,1225.313484,4428.09,5027.19,11925.36
2005-03-08,1219.425726,4396.5,5010.92,11886.91
2005-03-09,1207.008125,4375.6,4996.05,11966.69
2005-03-10,1209.247885,4337.68,4962.06,11864.91
2005-03-11,1200.075143,4360.49,4982.05,11923.89
2005-03-14,1206.827245,4367.3,4975.02,11850.25
2005-03-15,1197.751492,4387.69,5000.24,11821.09
2005-03-16,1188.072292,4309.11,4937.62,11873.18
2005-03-17,1190.20657,4315.92,4922.12,11775.5
2005-03-18,1189.645327,4327.18,4923.3,11879.81
2005-03-21,1183.784545,4296.36,4933.47,11879.81
2005-03-22,1171.711469,4320.69,4937.26,11841.97
2005-03-23,1172.529759,4317.2,4910.44,11739.12
2005-03-24,1171.418334,4343.6,4922.5,11745.97
2005-03-25,1171.418334,4343.6,4922.5,11761.1
2005-03-28,1174.278095,4343.6,4922.5,11792.3
2005-03-29,1165.360694,4351.89,4918.96,11599.82
2005-03-30,1181.410617,4347.52,4900.74,11565.88
2005-03-31,1180.590902,4348.77,4894.37,11668.95
2005-04-01,1172.920857,4373.53,4914.03,11723.63
2005-04-04,1176.122931,4341.39,4896.74,11667.54
2005-04-05,1181.393329,4362.61,4942.89,11774.31
2005-04-06,1184.065328,4379.18,4947.42,11827.16
2005-04-07,1191.139129,4389.52,4977.01,11810.99
2005-04-08,1181.19723,4400.68,4983.65,11874.75
2005-04-11,1181.209813,4396.09,4973.25,11745.64
2005-04-12,1187.758656,4372.12,4946.19,11670.3
2005-04-13,1173.792682,4405.69,4960.82,11637.52
2005-04-14,1162.049294,4402.05,4945.39,11563.17
2005-04-15,1142.624341,4312.25,4891.62,11370.69
2005-04-18,1145.976406,4202.2,4827.12,10938.44
2005-04-19,1152.784096,4204.61,4855.55,11065.86
2005-04-20,1137.500078,4178.62,4822.04,11088.58
2005-04-21,1159.94632,4193.7,4819.63,10984.39
2005-04-22,1152.122055,4223.04,4849.28,11045.95
2005-04-25,1162.10165,4246.96,4864.88,11073.77
2005-04-26,1151.735778,4233.76,4845.52,11035.83
2005-04-27,1156.382274,4189.02,4789.43,11005.42
2005-04-28,1143.216166,4178.1,4790.19,11008.9
2005-04-29,1156.847521,4184.84,4801.68,11008.9
2005-05-02,1162.163029,4224.02,4801.68,11002.11
2005-05-03,1161.172536,4245.54,4861.25,11002.11
2005-05-04,1175.650849,4264.35,4882.45,11002.11
2005-05-05,1172.627389,4299.51,4902.32,11002.11
2005-05-06,1171.345358,4311.06,4918.85,11192.17
2005-05-09,1178.838619,4292.41,4910.26,11171.32
2005-05-10,1166.217238,4251.13,4892.43,11159.46
2005-05-11,1171.106972,4244.16,4875.38,11120.7
2005-05-12,1159.360376,4267.05,4893.25,11077.94
2005-05-13,1154.051216,4275.7,4886.48,11049.11
2005-05-16,1165.688702,4262.18,4884.18,10947.22
2005-05-17,1173.80004,4251.77,4898.54,10825.39
2005-05-18,1185.561972,4324.6,4949.38,10835.41
2005-05-19,1191.079378,4360.42,4962.67,11077.16
2005-05-20,1189.277981,4360.68,4971.79,11037.29
2005-05-23,1193.860686,4406.95,4989.82,11158.65
2005-05-24,1194.073112,4396.64,4982.46,11133.65
2005-05-25,1190.005201,4389.54,4971.54,11014.43
2005-05-26,1197.624813,4436.6,4994.92,11027.94
2005-05-27,1198.783433,4444.71,4986.28,11192.33
2005-05-30,1198.783433,4480.43,4986.28,11266.33
2005-05-31,1191.499743,4460.63,4963.97,11276.59
2005-06-01,1202.271328,4527.17,5011.04,11329.67
2005-06-02,1204.293918,4532.17,5005.0,11280.05
2005-06-03,1196.015984,4510.39,4999.38,11300.05
2005-06-06,1197.505859,4497.26,4980.41,11270.62
2005-06-07,1197.264172,4566.01,5025.25,11217.45
2005-06-08,1194.669235,4557.29,5003.73,11281.03
2005-06-09,1200.930724,4562.75,5009.2,11160.88
2005-06-10,1198.108362,4586.1,5030.38,11304.23
2005-06-13,1200.817732,4599.21,5050.36,11311.51
2005-06-14,1203.910929,4591.69,5046.76,11335.92
2005-06-15,1206.582715,4548.42,5019.48,11415.88
2005-06-16,1210.955908,4579.87,5044.98,11416.38
2005-06-17,1216.964529,4604.57,5077.61,11514.03
2005-06-20,1216.100512,4586.86,5071.96,11483.35
2005-06-21,1213.610754,4608.11,5082.12,11488.74
2005-06-22,1213.878591,4619.6,5099.28,11547.28
2005-06-23,1200.731504,4627.48,5114.38,11576.75
2005-06-24,1191.569343,4566.48,5078.97,11537.03
2005-06-27,1190.690758,4523.82,5043.53,11414.28
2005-06-28,1201.565774,4557.46,5090.4,11513.83
2005-06-29,1199.850878,4583.63,5109.14,11577.44
2005-06-30,1191.327612,4586.28,5113.16,11584.01
2005-07-01,1194.440203,4617.07,5161.01,11630.13
2005-07-04,1194.440203,4623.41,5184.33,11651.55
2005-07-05,1204.989165,4603.65,5190.14,11616.7
2005-07-06,1194.943947,4615.49,5229.64,11603.53
2005-07-07,1197.86875,4530.18,5158.27,11590.14
2005-07-08,1211.860947,4597.97,5232.15,11565.99
2005-07-11,1219.442068,4663.38,5242.37,11674.79
2005-07-12,1222.213285,4653.03,5217.15,11692.14
2005-07-13,1223.288368,4679.89,5245.87,11659.84
2005-07-14,1226.503424,4699.27,5259.66,11764.26
2005-07-15,1227.922646,4712.9,5230.85,11758.68
2005-07-18,1221.131669,4719.57,5214.24,11758.68
2005-07-19,1229.348852,4770.54,5201.55,11764.84
2005-07-20,1235.202227,4784.5,5215.24,11789.35
2005-07-21,1227.043437,4829.87,5221.59,11786.73
2005-07-22,1233.675123,4836.9,5241.8,11695.05
2005-07-25,1229.03048,4842.7,5270.7,11762.65
2005-07-26,1231.159531,4843.49,5256.16,11737.96
2005-07-27,1236.787052,4855.35,5263.63,11835.08
2005-07-28,1243.718225,4892.5,5270.32,11858.31
2005-07-29,1234.179458,4886.5,5282.3,11899.6
2005-08-01,1235.347887,4890.85,5290.85,11946.92
2005-08-02,1244.117966,4932.87,5327.47,11940.2
2005-08-03,1245.044523,4923.12,5332.3,11981.8
2005-08-04,1235.858796,4874.06,5315.53,11883.31
2005-08-05,1226.420356,4827.18,5314.75,11766.48
2005-08-08,1223.129471,4837.86,5344.29,11778.98
2005-08-09,1231.380457,4909.48,5363.72,11900.32
2005-08-10,1229.128827,4990.57,5377.48,12098.08
2005-08-11,1237.81056,4953.93,5358.57,12263.32
2005-08-12,1230.392834,4937.33,5345.78,12261.68
2005-08-15,1233.873758,4922.34,5344.24,12256.55
2005-08-16,1219.344457,4883.81,5322.35,12315.67
2005-08-17,1220.236699,4871.46,5292.71,12273.12
2005-08-18,1219.020202,4851.27,5269.32,12307.37
2005-08-19,1219.712167,4929.91,5312.62,12291.73
2005-08-22,1221.72631,4941.69,5318.44,12452.51
2005-08-23,1217.573653,4917.74,5300.24,12472.93
2005-08-24,1209.585444,4915.95,5275.23,12502.26
2005-08-25,1212.394971,4856.01,5255.66,12405.16
2005-08-26,1205.098029,4783.8,5228.06,12439.48
2005-08-29,1212.282259,4812.24,5228.06,12309.83
2005-08-30,1208.41325,4791.72,5255.8,12453.14
2005-08-31,1220.33099,4829.69,5296.92,12413.6
2005-09-01,1221.588195,4842.94,5328.51,12506.97
2005-09-02,1218.021074,4837.81,5326.85,12600.0
2005-09-05,1218.021074,4909.89,5337.84,12634.88
2005-09-06,1233.393201,4968.28,5359.15,12599.43
2005-09-07,1236.359944,4988.14,5365.93,12607.59
2005-09-08,1231.673742,4992.75,5340.79,12533.89
2005-09-09,1241.47624,5005.93,5359.31,12692.04
2005-09-12,1240.558147,4989.98,5375.1,12896.43
2005-09-13,1231.197544,4901.88,5338.01,12901.95
2005-09-14,1227.162167,4911.17,5347.44,12834.25
2005-09-15,1227.727033,4905.98,5383.45,12986.78
2005-09-16,1237.913337,4986.5,5407.9,12958.68
2005-09-19,1231.021568,4926.13,5429.68,12958.68
2005-09-20,1221.344707,4962.86,5416.36,13148.57
2005-09-21,1210.201363,4875.22,5369.68,13196.57
2005-09-22,1214.621766,4849.01,5385.73,13159.36
2005-09-23,1215.291395,4882.58,5413.56,13159.36
2005-09-26,1215.627732,4998.16,5453.08,13392.63
2005-09-27,1215.661125,4965.88,5447.31,13310.04
2005-09-28,1216.893703,5048.74,5494.79,13435.91
2005-09-29,1227.675875,5021.17,5478.22,13617.24
2005-09-30,1228.811379,5044.12,5477.71,13574.3
2005-10-03,1226.703497,5082.07,5501.55,13525.28
2005-10-04,1214.473381,5138.02,5494.43,13738.84
2005-10-05,1196.388543,5069.42,5427.82,13689.89
2005-10-06,1191.491633,5017.27,5372.37,13359.51
2005-10-07,1195.904213,5007.77,5362.3,13227.74
2005-10-10,1187.330111,5022.79,5374.55,13227.74
2005-10-11,1184.873686,5032.46,5380.67,13556.71
2005-10-12,1177.682444,4981.77,5342.16,13463.74
2005-10-13,1176.842717,4950.07,5265.22,13449.24
2005-10-14,1186.568651,4975.56,5275.0,13420.54
2005-10-17,1190.103793,4978.83,5286.53,13400.29
2005-10-18,1178.143344,4947.18,5263.93,13352.24
2005-10-19,1195.755691,4845.98,5167.85,13129.49
2005-10-20,1177.79805,4864.25,5164.07,13190.46
2005-10-21,1179.594098,4838.4,5142.12,13199.95
2005-10-24,1199.382609,4901.79,5207.6,13106.18
2005-10-25,1196.539458,4872.97,5182.12,13280.62
2005-10-26,1191.382525,4900.79,5227.81,13395.02
2005-10-27,1178.898188,4806.05,5182.75,13417.08
2005-10-28,1198.412586,4825.64,5213.4,13346.54
2005-10-31,1207.005823,4929.07,5317.28,13606.5
2005-11-01,1202.76125,4922.55,5344.33,13867.86
2005-11-02,1214.756866,4954.83,5358.63,13894.78
2005-11-03,1219.93631,5011.0,5431.93,13894.78
2005-11-04,1220.135839,4995.24,5423.56,14075.96
2005-11-07,1222.812644,5024.2,5460.8,14061.6
2005-11-08,1218.58716,5008.83,5460.91,14036.73
2005-11-09,1220.651131,5011.38,5439.81,14072.2
2005-11-10,1230.964394,5015.55,5423.5,14080.88
2005-11-11,1234.715419,5090.75,5465.06,14155.06
2005-11-14,1233.761241,5092.43,5470.0,14116.04
2005-11-15,1229.013406,5110.61,5439.6,14091.77
2005-11-16,1231.214021,5081.46,5429.95,14170.87
2005-11-17,1242.800751,5099.72,5460.02,14411.79
2005-11-18,1248.272784,5123.5,5498.9,14623.12
2005-11-21,1254.849034,5170.61,5497.94,14680.43
2005-11-22,1261.22642,5174.72,5517.21,14708.32
2005-11-23,1265.607083,5196.08,5531.71,14708.32
2005-11-24,1265.607083,5187.98,5511.01,14742.58
2005-11-25,1268.249669,5194.27,5523.84,14784.29
2005-11-28,1257.462155,5176.59,5477.37,14986.94
2005-11-29,1257.484183,5199.48,5490.99,14927.7
2005-11-30,1249.479127,5193.4,5423.17,14872.15
2005-12-01,1264.666691,5266.55,5486.12,15130.5
2005-12-02,1265.080005,5307.99,5528.08,15421.6
2005-12-05,1262.087057,5266.86,5510.39,15551.31
2005-12-06,1263.696749,5300.85,5538.77,15423.38
2005-12-07,1257.365165,5266.75,5528.84,15484.66
2005-12-08,1255.843677,5286.75,5531.11,15183.36
2005-12-09,1259.369129,5282.13,5517.42,15404.05
2005-12-12,1260.431829,5301.21,5501.48,15738.7
2005-12-13,1267.42546,5310.28,5507.24,15778.86
2005-12-14,1272.736586,5286.76,5521.13,15464.58
2005-12-15,1270.938733,5295.82,5495.34,15254.44
2005-12-16,1267.320062,5353.66,5531.63,15173.07
2005-12-19,1259.917798,5350.18,5539.78,15391.48
2005-12-20,1259.62021,5356.6,5547.94,15641.26
2005-12-21,1262.794937,5397.23,5587.38,15957.57
2005-12-22,1268.123515,5398.28,5596.98,15941.37
2005-12-23,1268.664276,5419.05,5595.45,15941.37
2005-12-26,1268.664276,5419.05,5595.45,16107.67
2005-12-27,1256.541005,5444.84,5595.45,15969.4
2005-12-28,1258.1688,5447.15,5622.79,16194.61
2005-12-29,1254.415748,5458.58,5638.32,16344.2
2005-12-30,1248.292968,5408.26,5618.76,16111.43
2006-01-02,1248.292968,5449.98,5618.76,16111.43
2006-01-03,1268.800375,5460.68,5681.46,16111.43
2006-01-04,1273.459261,5523.62,5714.58,16361.54
2006-01-05,1273.482992,5516.53,5691.18,16425.37
2006-01-06,1285.453804,5536.32,5731.78,16428.21
2006-01-09,1290.15371,5537.11,5731.46,16428.21
2006-01-10,1289.687068,5494.71,5688.83,16124.35
2006-01-11,1294.178632,5532.89,5731.54,16363.59
2006-01-12,1286.056055,5542.13,5735.15,16445.19
2006-01-13,1287.605251,5483.09,5711.03,16454.95
2006-01-16,1287.605251,5514.64,5740.24,16268.03
2006-01-17,1282.934279,5460.16,5698.96,15805.95
2006-01-18,1277.933185,5395.61,5663.65,15341.18
2006-01-19,1285.044139,5430.84,5693.19,15696.28
2006-01-20,1261.485366,5349.02,5672.36,15696.69
2006-01-23,1263.824841,5348.72,5660.94,15360.65
2006-01-24,1266.862935,5334.3,5633.8,15648.89
2006-01-25,1264.682675,5427.09,5704.39,15651.0
2006-01-26,1273.825217,5548.91,5722.61,15891.02
2006-01-27,1283.722254,5647.42,5786.84,16460.68
2006-01-30,1285.195482,5660.03,5779.84,16551.23
2006-01-31,1280.084896,5674.15,5760.26,16649.82
2006-02-01,1282.458487,5726.53,5801.63,16480.09
2006-02-02,1270.836846,5649.6,5747.27,16710.55
2006-02-03,1264.029973,5657.12,5759.32,16659.64
2006-02-06,1265.022962,5666.78,5772.36,16747.76
2006-02-07,1254.781293,5672.92,5746.79,16720.99
2006-02-08,1265.65005,5666.41,5725.09,16272.68
2006-02-09,1263.775095,5743.68,5808.75,16439.67
2006-02-10,1266.990068,5701.47,5764.11,16257.83
